4052473756078176128,1,1,1,1,273.1287,0.7322,-27.3493,0.6301,-0.1578,0.5896,-419.352,-416.1098,18.7084,,,,,,,,,,,,,,,,,,,,20.073,18.785,18.441,18.331,18.358,,,,,,
4050373654513456256,1,1,1,1,270.8351,0.9689,-29.3922,0.8367,-2.4398,0.852,-383.5884,-391.7849,19.3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062997250524413184,1,1,1,1,272.7312,0.8296,-27.2919,0.7204,-1.1274,0.8079,-392.4819,-386.1843,18.9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052216710886554752,1,1,1,1,273.8,0.6471,-27.7441,0.5705,0.612,0.4867,377.9056,362.5197,19.3768,18.093153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051938397062496384,1,1,0.9999,0.9999,276.3793,0.956,-27.2274,0.9264,-2.3422,0.8407,-318.4347,-334.8663,19.5453,18.895393,17.67036,,,,,,,,,,,,,,,,,,19.982,19.216,18.753,18.644,18.578,,,,,,
4145425025904041088,1,1,0.9999,0.9999,270.0912,1.1974,-15.6085,0.9458,-1.3198,0.7519,-346.6698,-306.0008,20.0141,20.300573,18.616169,,,,,,,,,,,,,,,,,,21.317,20.061,19.32,18.896,18.696,,,,,,
4064798697289243264,1,1,0.9999,0.9999,271.9726,0.8523,-26.3481,0.7325,-0.2074,0.6799,-388.8184,-351.7229,19.3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116347925638155776,1,1,0.9998,0.9998,264.532,1.0803,-23.9762,1.0167,-2.5655,0.9262,-344.6752,-313.9599,20.0438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040828515013407104,1,1,0.9994,0.9994,268.7892,1.1258,-34.7323,1.1605,-3.0258,1.2764,428.3552,-395.7122,19.8403,19.146105,17.69036,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052765092311847552,1,1,0.9991,0.9991,275.0926,0.6826,-26.7279,0.6036,-1.0379,0.8821,340.3871,335.1266,19.2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5299454632093457408,1,1,0.999,0.999,140.296,1.1681,-60.0873,0.6004,-0.0311,0.7966,-515.5007,-109.5629,19.4083,19.221613,17.74657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050225529677836544,1,1,0.9989,0.9989,270.6983,0.7482,-29.9963,0.6555,-0.4707,0.6061,-258.04,-289.72,18.8132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068725190695414016,1,1,0.9989,0.9989,266.3986,1.4398,-23.8834,1.3436,-3.617,1.2351,-349.0094,-327.7323,19.9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062516798394270592,1,1,0.9988,0.9988,270.4336,0.9367,-28.2842,1.0076,-3.4747,1.3926,-463.9044,321.2238,19.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053063953314175232,1,1,0.9988,0.9988,274.9324,1.0487,-25.9047,0.9923,-1.9763,1.0027,326.0559,320.6762,19.3191,18.805119,17.404654,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042304574957426176,1,1,0.9984,0.9984,269.6896,0.9157,-34.326,0.7934,-1.9077,0.9739,-331.5141,286.5337,19.474,19.011362,17.514202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062540609651272704,1,1,0.9984,0.9984,269.5517,1.1575,-28.9662,1.1153,-0.9734,1.1028,-412.6406,-428.0033,19.3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065237402429037568,1,1,0.9983,0.9983,274.9229,1.0761,-24.65,0.8568,-1.2504,1.1355,-409.7455,-410.9059,19.8643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050544422371460992,1,1,0.9977,0.9977,272.9603,1.0107,-28.9685,1.0335,-0.857,0.8613,-321.0903,-300.4223,19.0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052430046274304128,1,1,0.9975,0.9975,273.5447,0.9344,-27.3212,1.1429,-1.8715,1.2702,-441.6692,362.2281,19.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053230151372800256,1,1,0.9973,0.9973,275.3782,1.017,-24.8639,0.992,-1.5288,0.7525,263.6556,254.0272,19.9642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051855177758902784,1,1,0.9969,0.9969,276.0741,1.2303,-27.6206,1.2631,-2.5397,1.0211,-277.493,-289.4109,19.3932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041390060412777856,1,1,0.9968,0.9968,265.8015,0.8995,-34.6785,0.7973,-2.6094,0.8992,-265.3299,253.2341,19.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089922709799025408,1,1,0.9968,0.9968,276.5618,0.8564,-22.6868,0.8442,-2.5705,0.9331,287.6467,-242.1121,18.4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040828622233413120,1,1,0.9968,0.9968,268.7889,1.0986,-34.7138,0.945,-3.4632,1.1659,308.767,-268.8428,19.7863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043651102994632576,1,1,0.9967,0.9967,268.7034,1.4139,-31.6566,1.2856,-2.2241,1.09,317.8714,-292.3421,19.7593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
