sourceid
6698855754225352192
3593446274383096448
4119670443586493184
1842456376310935552
4396109004117478656
4912074832815572224
4119759641435130624
4065092915465740160
2946665465655257472
4467323685050696960
3841458366321558656
2655054950237153664
4062943374550066560
4121504428896960640
2047267531138612864
4050754184394584192
2525871954701579904
3685380427311132160
4050705707044344832
4052470217026086144
4055741088022263680
4057367235624058240
4062949009547937152
4063041295654767488
4063270135632421888
4068950625022563584
1820931585123817728
6097052289696317952
6075020928535605632
6009917672524909312
5830453567907178368
3905884598043829504
1436193190692538496
6694147709857729920
6630656964968299264
6437621133019281408
5862473747352575104
5827258039189703808
4998248468230919936
6851832593704580224
4326973843264734208
1964858172545721472
4015088951907615744
6601618897232424064
5353013183518841728
3741464316420909952
5252990984378265984
6456587609813249536
4563629049534297216
6065230602133664000
3252546886080448384
5847216962695435392
1383279090527227264
5932173855446728064
