Flag,Catalog,specobjid,iauidentifier,feh,distance,Pal,DelPM,NNsep,PMtot,e_PMtot,FeH,Vtot,e_Vtot,Vesc,Infalling,Claim
2,J192541.52+375541.93,3176314069120556032,J192541.52+375541.93,-0.24,2.6953001022338867,,8.81,4.97,52.26,4.83,-0.24,782.55,79.17,576.49,,pHVS
2,J192601.70+383506.80,3176334135207762944,J192601.70+383506.80,-0.27,4.4324951171875,,23.42,4.36,25.56,3.78,-0.27,716.87,81.39,572.41,X,pHVS
2,J202021.64+140742.90,2541252357610563584,J202021.64+140742.90,-0.37,4.152515888214111,,24.18,3.48,23.59,3.91,-0.37,765.75,81.51,585.89,,pHVS
2,J202223.58+143533.38,2541247959564052480,J202223.58+143533.38,-0.43,3.6177818775177,,3.68,4.17,62.21,4.05,-0.43,1241.64,115.16,585.23,,pHVS
2,J203608.68-060057.17,713892595255764992,J203608.68-060057.17,-0.52,5.6419572830200195,,3.57,4.88,20.53,7.17,-0.52,678.46,152.05,591.69,X,pHVS
2,J203608.79+151728.35,2542412079512446976,J203608.79+151728.35,-0.37,3.754842519760132,,35.18,4.49,29.27,3.85,-0.37,699.18,64.29,582.42,X,pHVS
2,J204056.87-062124.09,2158434843489232896,J204056.87-062124.09,-0.67,4.305508136749268,,23.92,5.41,25.51,4.64,-0.67,687.4,81.8,591.39,X,pHVS
2,J204132.64+152708.00,2542450287541512192,J204132.64+152708.00,-0.43,11.959197998046875,,34.96,5.67,17.88,4.41,-0.43,1324.12,231.47,538.74,X,pHVS
2,J204527.99-010125.19,2149369365152163840,J204527.99-010125.19,-0.33,6.159491539001465,,20.62,1.51,20.61,3.69,-0.33,751.69,101.64,584.27,X,pHVS
2,J205144.77+160355.64,2543560506606643200,J205144.77+160355.64,-0.39,2.557441473007202,,8.21,4.29,64.1,3.83,-0.39,938.99,65.98,579.6,,pHVS
2,J212043.19+103111.32,2129085299379169280,J212043.19+103111.32,-0.56,3.526690721511841,,22.19,3.08,27.26,3.99,-0.56,633.39,59.03,576.75,X,pHVS
2,J212101.55+000256.18,1713672483963430912,J212101.55+000256.18,-0.57,3.2870330810546875,,1.26,3.73,48.79,4.21,-0.57,1016.32,79.7,580.4,X,pHVS
2,J212128.12+103730.26,2128125700589250560,J212128.12+103730.26,-0.56,2.8089053630828857,,3.76,4.49,66.52,3.69,-0.56,1057.95,77.19,577.37,X,pHVS
2,J212702.61+002702.38,1712612829850265600,J212702.61+002702.38,-0.74,2.361173391342163,,5.1,4.63,69.64,4.01,-0.74,904.9,67.72,579.09,X,pHVS
2,J215855.40+445204.60,2889105138264336384,J215855.40+445204.60,-0.14,2.3426766395568848,,2.16,4.4,63.72,4.42,-0.14,914.28,84.99,565.88,,pHVS
2,J215946.78+004400.23,1659720822794774528,J215946.78+004400.23,-0.46,2.330544948577881,,12,4.46,53.77,3.97,-0.46,614.53,50.57,575.04,,pHVS
2,J220204.45+454351.67,2889196947485255680,J220204.45+454351.67,-0.06,2.7866034507751465,,10.33,4.03,63.33,3.54,-0.06,1065,97.33,563.49,,pHVS
2,J222514.87+392654.87,2950009837179660288,J222514.87+392654.87,-0.4,3.827723264694214,,8.93,5,69.71,3.49,-0.4,1563.72,133.94,557.4,,pHVS
2,J225912.13+074356.53,2617838847928592384,J225912.13+074356.53,-0.56,4.5863728523254395,,9.65,17.57,44.9,5.58,-0.56,929.62,121.69,556.45,,pHVS
2,J232545.03-011344.09,837714923311097856,J231445.85+135233.36,-0.77,2.415966749191284,,4.18,6.62,104.67,4.69,-0.79,1119.07,106.35,565.47,,pHVS
2,J232939.29+493558.21,1232887378322941952,J232545.03-011344.09,-0.79,2.4147560596466064,,8.97,3.93,58.37,3.86,-0.69,1478.06,129.95,551.89,X,pHVS
2,J233759.54+451444.91,2124610836826712064,J233759.54+451444.91,-0.4,3.033045768737793,,0.82,16.95,65.19,9.59,-0.4,1144.33,124.32,554.62,X,pHVS
2,J234446.22+462721.49,2124746626512742400,J234446.22+462721.49,-0.44,4.31095552444458,*,22.54,5.21,26.5,4.47,-0.44,726.15,80.6,545.4,X,pHVS
3,J001706.67+340346.40,1652887359135442944,J001706.67+340346.40,-0.63,2.8317461013793945,,10.19,5.24,73.34,6.52,-0.63,1230.97,104.87,553.74,X,pHVS
3,J003030.11+142549.36,3600714845122568192,J003030.11+142549.36,-0.51,3.9303832054138184,,21.85,6.56,33.73,4.48,-0.51,801.89,82.74,546.9,X,pHVS
3,J003132.99+142700.94,3527522828687613952,J003132.99+142700.94,-0.53,2.6396942138671875,,1.83,7.29,177.22,5.2,-0.53,2297.58,179.26,555.62,,pHVS
3,J003650.58+065828.59,2603127650968954880,J003650.58+065828.59,-0.4,1.384055733680725,,13.12,18.87,64.47,10.54,-0.4,649.74,60,564.27,X,pHVS
3,J005352.32-010539.37,443615865385019392,J005352.32-010539.37,-0.71,5.836184024810791,,43.49,15.46,42,9.07,-0.71,1113.18,223.07,534.15,,pHVS
3,J011935.66+010127.60,1688971693755754496,J011935.66+010127.60,-0.73,3.954716444015503,,13.13,15.02,35.85,6.78,-0.73,887.96,100.19,543.93,,pHVS
3,J011957.58+243941.89,2319357993440798720,J011957.58+243941.89,-0.62,5.166036605834961,,13.81,3.73,27.08,6.89,-0.62,672.68,142.58,532.27,X,pHVS
3,J012144.78+001143.23,1690067357260605440,J012144.78+001143.23,-0.65,3.054295301437378,,12.03,9.63,139.47,3.67,-0.65,2342.53,161.98,550.39,X,pHVS
3,J012336.43+393656.01,2321716165551876096,J012336.43+393656.01,-0.31,3.8387904167175293,,29.11,5.03,33.78,4.94,-0.31,603.13,81.87,541.33,,pHVS
3,J012419.02+383757.33,2322790662921021440,J012419.02+383757.33,-0.49,3.474144697189331,,14.69,4.39,37.51,4.13,-0.49,638.51,70.53,544.06,X,pHVS
3,J015016.53+143259.09,2138233786280732672,J015016.53+143259.09,-0.53,5.667881965637207,,31.18,3.07,16.53,6.44,-0.53,716.53,138.35,527.02,X,pHVS
3,J021739.93+000937.94,1697952216666630144,J021739.93+000937.94,-0.59,2.351160764694214,,26.89,7.75,30.83,4.29,-0.59,563.37,43.73,552.15,,pHVS
3,J023208.00+000501.81,3520854016558997504,J023208.00+000501.81,-0.62,5.261904716491699,,33.25,5.11,19.9,5.84,-0.62,757.18,109.76,528.8,X,pHVS
3,J025450.19+333158.47,2699962740528670720,J025450.19+333158.47,-0.7,2.9838128089904785,,15.39,3.86,42.79,3.93,-0.7,739.77,62.17,543.29,X,pHVS
3,J030012.05+061433.53,2614466914688198656,J030012.05+061433.53,-0.61,4.923596382141113,,24.55,4.29,19.43,7.07,-0.61,677.29,140.5,528.62,X,pHVS
3,J030053.81+344528.81,2700074615836796928,J030053.81+344528.81,-0.25,5.188253402709961,,14.01,8.05,75.04,3.74,-0.25,2494.56,208.42,525.44,,pHVS
3,J030445.87+374854.17,2750706306930206720,J030445.87+374854.17,-0.55,3.0942461490631104,,34.55,4.23,64.39,3.92,-0.55,1202.46,85.95,542.2,X,pHVS
3,J032055.61+412207.99,2698939369997232128,J032055.61+412207.99,-0.41,2.014803647994995,,5.58,4.6,68.69,9.35,-0.41,767.77,85.3,551.74,,pHVS
3,J053553.16+004051.61,2333020520297031680,J053553.16+004051.61,-0.14,3.9253742694854736,,23.65,6.32,25.18,5.05,-0.14,879.44,107.01,534.07,X,pHVS
3,J062625.69+270008.36,3035523800415365120,J062625.69+270008.36,-0.42,3.520678758621216,,16.11,9.69,43.05,3.89,-0.42,1226.51,101.22,535.75,,pHVS
3,J063625.61+272450.83,3035593069647915008,J063625.61+272450.83,-0.36,4.242648601531982,,12.86,4.47,17.99,5.3,-0.36,682.62,103.77,529.66,,pHVS
3,J064618.68+282553.77,3013032465636812800,J064618.68+282553.77,-0.72,2.142857551574707,,6.12,3.6,47.73,9.92,-0.72,764.08,91.56,548.55,X,pHVS
3,J064716.52+284807.14,3013040162218207232,J064716.52+284807.14,-0.1,2.093531370162964,,13.07,7.06,68.87,4.32,-0.1,884.6,65.25,549.03,,pHVS
3,J065138.67+365934.81,3039931196969609216,J065138.67+365934.81,-0.65,3.989948272705078,,4.44,4.98,164.49,6.64,-0.65,3484.53,285.85,531.75,X,pHVS
3,J065351.69+274904.65,3033176343626934272,J065351.69+274904.65,-0.23,5.216363430023193,,15.68,3.43,49.19,4.22,-0.23,1310.47,136.01,522.13,X,pHVS
3,J070157.88+304405.24,3609738811711528960,J070157.88+304405.24,-0.78,5.71619176864624,,13.73,4.45,75.95,4.95,-0.78,2223.08,222.41,518.44,X,pHVS
3,J071033.40+392823.81,3313677432996784128,J071033.40+392823.81,-0.67,3.5921950340270996,,62.08,6.04,20.49,12.84,-0.67,602.77,173.47,535.36,,pHVS
3,J072523.53+350313.28,2334070558901168128,J072523.53+350313.28,-0.44,3.504772663116455,,9.22,4.17,61.39,6.79,-0.44,1258.16,121.21,536.24,X,pHVS
3,J072944.56+382459.95,3317068052046047232,J072944.56+382459.95,-0.24,3.7519712448120117,,5.52,4.37,93.72,8.57,-0.24,1830.41,171.01,534.24,,pHVS
3,J073643.79+315016.42,609137171235891200,J073643.79+315016.42,-0.16,1.7638850212097168,,14.63,4.21,65.64,3.56,-0.16,662.53,43.18,552.72,,pHVS
3,J073921.43+444537.50,1954670316500314112,J073921.43+444537.50,-0.42,2.3066623210906982,,44.86,2.55,30.82,3.5,-0.42,590.71,40.11,547.6,,pHVS
3,J074030.04+183712.50,3282104131887589376,J074030.04+183712.50,-0.38,5.9862446784973145,,15.62,7.48,11.81,5.25,-0.38,583.84,109.89,518.17,,pHVS
3,J074335.68+220616.73,2339789113005284352,J074335.68+220616.73,0.03,2.930112600326538,,9.49,4.23,31.34,5.21,0.03,603.56,64.6,542.16,,pHVS
3,J074713.75+440557.56,3631192482609471488,J074713.75+440557.56,-0.75,4.125068187713623,,9.46,3.99,67.08,6.16,-0.75,1649.28,137.15,531.71,X,pHVS
3,J074754.55+184731.02,2335278367542110208,J074754.55+184731.02,-0.54,6.109973907470703,,25.66,4.91,47.43,4.77,-0.54,1504.15,147.11,517.51,X,pHVS
3,J074931.54+264335.66,3633339004855885824,J074931.54+264335.66,-0.43,6.464858531951904,,20.63,3.24,11.12,5.21,-0.43,566.96,116.44,514.38,X,pHVS
3,J075105.68+101437.34,3315868209965459456,J075105.68+101437.34,-0.61,5.607757091522217,,24.19,5.05,22.79,6.24,-0.61,602.96,126.16,522.48,,pHVS
3,J075408.99+191118.42,3072704065214375936,J075408.99+191118.42,-0.34,6.470381736755371,*,12.06,11.04,46.96,7.92,-0.34,1664.45,226.47,515.18,X,pHVS
3,J075658.96+180737.83,3560177774461296640,J075658.96+180737.83,-0.49,1.9305239915847778,,2.27,4.25,79.67,5.98,-0.49,692.07,67.3,552.08,X,pHVS
3,J080536.09-065908.68,3183014768344590336,J080536.09-065908.68,-0.26,4.195312976837158,,13.65,4.11,59.82,4.98,-0.26,1142.29,122.6,537.73,X,pHVS
3,J080837.26-000715.91,1293743430861613056,J080837.26-000715.91,-0.63,9.740891456604004,,14.91,3.17,9.41,5.54,-0.63,633.65,189.01,499.38,,pHVS
3,J081928.51+003548.56,2316131753292490752,J081928.51+003548.56,-0.12,2.072190284729004,,3.29,5.43,46.39,5.41,-0.12,662.95,51.56,553.59,,pHVS
3,J083123.42-032924.01,3184157985828005888,J083123.42-032924.01,-0.45,6.187959671020508,,13.32,7.04,52.85,3.69,-0.45,1807.69,149.45,523.57,,pHVS
3,J083829.91+175601.98,2564901754873341952,J083829.91+175601.98,-0.63,5.075746536254883,,28.93,17.04,48.91,7.04,-0.63,1206.72,159.26,527.08,X,pHVS
3,J085031.60+112058.04,3002907062435945472,J085031.60+112058.04,-0.27,1.1554969549179077,,130.3,4.89,125.91,3.47,-0.27,637.7,51.53,561.27,,pHVS
3,J085405.73+204300.13,2569381714530953216,J085405.73+204300.13,-0.37,1.6291639804840088,,10.09,3.48,55.3,6,-0.37,587.43,44.5,556.16,X,pHVS
3,J091524.87+310005.13,2703386619737565184,J091524.87+310005.13,-0.4,4.853305339813232,,21.16,4.67,38.22,4.1,-0.4,1129.65,95.8,529.2,,pHVS
3,J092426.67+230304.36,2611131271891412992,J092426.67+230304.36,-0.78,5.033995151519775,,15.39,5.92,44.59,4.02,-0.78,1323.95,113.53,529.17,,pHVS
3,J092821.06+071041.31,2704454802129053696,J092821.06+071041.31,-0.71,4.278710842132568,,5.51,4.32,74.93,7.1,-0.71,1537.52,169.64,537.86,X,pHVS
3,J093750.49+520739.33,2684180350539687936,J093750.49+520739.33,-0.59,3.235377073287964,,5.2,4.48,50.03,7.9,-0.59,689.33,101.2,542.68,,pHVS
3,J095549.51+004537.44,3211158143618803712,J095549.51+004537.44,-0.14,1.714921474456787,,2.25,5.51,65.45,6.01,-0.14,744.21,52.22,560.16,,pHVS
3,J102021.54+270203.37,3671633345382555648,J102021.54+270203.37,-0.62,6.174463272094727,,18.48,3.8,48.57,4.64,-0.62,1579.27,158.17,524.46,X,pHVS
3,J102830.90+231840.71,2644751863081101312,J102830.90+231840.71,-0.71,2.0522708892822266,,22.57,28.7,122.42,5.38,-0.71,979.83,92.63,556.05,X,pHVS
3,J112559.91+160633.94,2813704201610225664,J112559.91+160633.94,-0.77,2.081930160522461,,18.05,20.37,43.63,6.73,-0.77,581.09,55.87,560.26,,pHVS
3,J112723.06+265823.25,3627731769912041472,J112723.06+265823.25,-0.73,6.903537273406982,,20.7,27.38,43.86,6.43,-0.73,1279.08,193.77,525.65,X,pHVS
3,J113125.40-082246.17,3238102502587000832,J113125.40-082246.17,-0.44,5.502503395080566,,20.3,4.11,22.13,5.73,-0.44,627.38,114.88,546.98,,pHVS
3,J131300.50+003337.45,3294521743481268224,J131300.50+003337.45,-0.53,5.144369125366211,,32.28,3.7,21.42,5.32,-0.53,664.15,107.42,561.11,,pHVS
3,J133729.27+665608.94,2752976256923363328,J133729.27+665608.94,-0.7,0.88349449634552,,7.23,3.81,127.2,5.76,-0.7,640.17,45.16,567.17,X,pHVS
3,J142411.12+572228.35,2867745468648024064,J142411.12+572228.35,-0.66,3.7742834091186523,,17.99,7.17,31.9,4.58,-0.66,591.3,73.23,552.73,,pHVS
3,J172441.15+633905.66,2872241932103346176,J172441.15+633905.66,-0.38,2.502817153930664,*,15,6.52,68.36,4.46,-0.38,959.89,72.79,563.3,X,pHVS
3,J173331.93+080006.44,3172818725397096448,J173331.93+080006.44,-0.46,4.041904926300049,,21.22,1.85,37.53,4.24,-0.46,998.94,93.46,602.02,,pHVS
3,J180225.43+241605.65,2471455369914771456,J180225.43+241605.65,-0.58,2.9179580211639404,,23.23,4.14,50.01,3.73,-0.58,911.75,63.78,585.73,,pHVS
3,J182833.45+203426.74,2862094803548530688,J182833.45+203426.74,-0.65,4.178987979888916,,26.85,3.82,24.47,5.48,-0.65,754.65,99.71,591.66,,pHVS
3,J183614.43+214528.91,2862210252269447168,J183614.43+214528.91,-0.22,6.035164833068848,,4.49,4.7,30.74,9.25,-0.22,1087.41,215.86,588.05,X,pHVS
3,J192443.96+372850.01,3176181028213595136,J192443.96+372850.01,-0.38,4.601155757904053,,12.09,4.34,81.25,3.95,-0.38,2315.46,204.87,572.91,,pHVS
3,J201903.50+605636.89,2886976482779883520,J201903.50+605636.89,-0.72,4.309081554412842,,29.21,3.91,59.58,3.79,-0.72,1559.08,150.83,554.33,,pHVS
3,J201944.82-130424.20,3531996190755364864,J201944.82-130424.20,-0.52,3.3634049892425537,,10.56,4.85,44.46,5.12,-0.52,1011.54,90.04,596.01,X,pHVS
3,J202208.61-121331.04,3532089649243725824,J202208.61-121331.04,-0.72,3.8871309757232666,,4.83,4.92,57.7,5.15,-0.72,988.1,117.93,597.4,X,pHVS
3,J202225.45+140602.39,2541265001994283008,J202225.45+140602.39,-0.53,3.5012238025665283,,19.85,3.75,33.19,3.95,-0.53,780.74,68.48,585.4,X,pHVS
3,J203453.67+151745.02,2542412354390353920,J203453.67+151745.02,-0.58,5.75710391998291,,1412.37,4.24,17.64,15.47,-0.58,756.35,291.15,578.2,X,pHVS
3,J204114.63+154335.94,2542452486564767744,J204114.63+154335.94,-0.33,3.862997055053711,,12.97,4.22,62.78,3.59,-0.33,1317.54,116.35,581.19,X,pHVS
3,J210720.57+010344.56,2160726495281047552,J210720.57+010344.56,-0.51,3.658453941345215,,19.58,4.26,60.65,3.58,-0.51,1241.64,94.23,582.49,X,pHVS
3,J212155.72-010921.43,1713653517387851776,J212155.72-010921.43,-0.24,3.4435513019561768,,12.97,3.57,43.42,4.3,-0.24,832.56,74.72,580.54,,pHVS
3,J212353.46-002124.55,1713660664213432320,J212353.46-002124.55,-0.41,4.936020374298096,,8.4,4.58,76.93,5.02,-0.41,1813.07,174.27,577.07,,pHVS
3,J212821.84+102357.30,821947655297984512,J212821.84+102357.30,-0.07,2.0278284549713135,,8.83,4.53,58.94,5.61,-0.07,680.89,56.04,576.62,X,pHVS
3,J215649.16+462033.38,2889149943363168256,J215649.16+462033.38,-0.13,4.496477127075195,,21.86,5.81,31.86,3.94,-0.13,896.35,101.64,554.79,,pHVS
3,J215836.61+010714.78,1659697733050591232,J215836.61+010714.78,-0.41,2.749332904815674,,24.62,3.79,53.65,4.87,-0.41,692.31,72.05,574.67,X,pHVS
3,J215906.03+004044.58,418959871250032640,J215906.03+004044.58,-0.39,3.7856993675231934,,5.4,3.26,97.31,6.01,-0.39,1663.14,156.68,572.53,,pHVS
3,J215948.45+451816.99,2889107612165498880,J215948.45+451816.99,-0.72,4.3239312171936035,,32.73,4.43,31.74,4.12,-0.72,1089.7,124.37,555.79,X,pHVS
3,J220348.52-010128.84,1660781026378541056,J220348.52-010128.84,-0.63,1.4098610877990723,,6.85,5.01,70.98,5.03,-0.63,683.83,40.98,574.95,X,pHVS
3,J222147.99+001711.67,1281406364417026048,J222147.99+001711.67,-0.3,1.5375550985336304,,707.37,10,707.65,10.61,-0.3,5486.8,368.5,573.44,X,pHVS
3,J222249.23+003524.95,1288161764025853952,J222249.23+003524.95,0.19,1.8662995100021362,,1.51,4.97,59.29,5.21,0.19,719.02,52.98,573.04,X,pHVS
3,J233707.58+495357.71,2125857683012610048,J233707.58+495357.71,-0.17,3.149130344390869,,17.27,3.02,39.47,4.11,-0.17,722.37,69.85,553.56,X,pHVS
3,J234250.52+393436.02,2120165786730391552,J234250.52+393436.02,-0.6,3.776815176010132,,27.54,3.18,27.28,6.25,-0.6,663.19,92.01,549.81,X,pHVS
3,J234414.38+430403.72,2122369207344588800,J234414.38+430403.72,-0.68,3.5517935752868652,,14.68,3.24,48.51,4.27,-0.68,859.37,85.55,550.86,,pHVS
3,J235103.13+360020.55,2116755651265849344,J235103.13+360020.55,-0.22,1.4582021236419678,,3.03,4.49,68.91,5.35,-0.22,663.23,47.23,564.36,X,pHVS
4,J001720.40+343634.12,1652880762065676288,J001720.40+343634.12,-0.58,4.372861385345459,,25.63,6.34,31.25,8.12,-0.58,853.16,137.61,542.95,X,pHVS
4,J002439.00-093916.87,2152858390961874944,J002439.00-093916.87,-0.41,1.766018033027649,,312.99,3.89,341.35,10.14,-0.41,3167.25,224.97,564.69,X,pHVS
4,J004948.97+153108.51,2134876427189774336,J004948.97+153108.51,-0.13,0.743534505367279,,19.78,5.77,299.61,7.93,-0.13,931.31,80.24,567.42,,pHVS
4,J012925.63-005902.43,1689993964859451392,J012925.63-005902.43,-0.53,3.956519603729248,,13.46,3.61,69.71,5.11,-0.53,1370.23,118.94,543.4,,pHVS
4,J023431.41+284438.98,2751793998807984128,J023431.41+284438.98,-0.64,6.083055019378662,,47.81,3.97,42.86,9.56,-0.64,1652.11,268.33,520.24,X,pHVS
4,J031104.34+414435.59,2721406240893724672,J031104.34+414435.59,-0.44,3.057199716567993,,33.95,3.97,88.12,7.35,-0.44,1215.82,133.83,542.62,X,pHVS
4,J031230.47+415649.00,2698886868317005824,J031230.47+415649.00,-0.16,1.2617422342300415,,25.5,4.1,133.72,11.66,-0.16,903.27,78.69,559.21,X,pHVS
4,J035429.27-061354.14,2331801167119542272,J035429.27-061354.14,-0.55,3.1607887744903564,*,21.98,6.74,46.21,7.81,-0.55,986.73,105.63,542.44,,pHVS
4,J061841.20+644628.63,2590856551497492480,J061841.20+644628.63,-0.66,2.7855188846588135,,159.39,5.58,148.18,6.8,-0.66,1989.72,164.18,545.06,,pHVS
4,J064443.12+274626.59,3033241764568786944,J064443.12+274626.59,-0.64,3.6912596225738525,,288.59,4.24,300.06,6.8,-0.64,6084.66,461.7,534.31,X,pHVS
4,J073040.22+410043.40,3041186559958214656,J073040.22+410043.40,-0.32,2.3410274982452393,,12.5,5.73,40.32,7.32,-0.32,584.8,69.04,547.01,X,pHVS
4,J073849.89+415907.92,3559063693952131072,J073849.89+415907.92,-0.44,2.1896190643310547,,109.89,4.18,169.6,11.18,-0.44,1832.98,160.2,548.6,,pHVS
4,J074140.00+171608.72,2335176937594447872,J074140.00+171608.72,-0.54,6.364922523498535,,32.49,9.05,33.26,5.42,-0.54,981.17,144.08,515.74,X,pHVS
4,J074728.85+185520.49,2335286339001411584,J074728.85+185520.49,-0.24,3.296442985534668,,68.75,9.14,58.08,8.13,-0.24,749.97,117.67,539.31,X,pHVS
4,J080930.63-075408.47,3182969413489944576,J080930.63-075408.47,-0.14,2.2001497745513916,,22.92,5.32,84.16,9.3,-0.14,823.71,101.47,553.9,,pHVS
4,J092504.84+190140.91,3734680991839657984,J092504.84+190140.91,-0.37,5.808719158172607,,24,9,42.14,6.93,-0.37,1280.21,176.74,524.26,X,pHVS
4,J095529.80+415221.37,3596212069592047616,J095529.80+415221.37,-0.64,4.555645942687988,,15.32,8.43,42.41,7.41,-0.64,822.48,137.15,533.01,X,pHVS
4,J100636.50+451652.40,3595172481297653760,J100636.50+451652.40,-0.78,3.7266857624053955,,13.49,4.93,44.45,7.89,-0.78,824.02,118.49,539.87,X,pHVS
4,J105017.84-000114.84,2881331588958808064,J105017.84-000114.84,-0.65,1.1296392679214478,,18.37,6.31,196.51,8.12,-0.65,1161.86,87.5,566.52,X,pHVS
4,J105300.43-002548.41,2892444078539040768,J105300.43-002548.41,-0.8,4.651442527770996,,54.26,4.84,344.81,6.1,-0.8,7775.56,634.2,544.65,X,pHVS
4,J110316.01+380029.06,3232534574948968448,J110316.01+380029.06,-0.36,1.548804521560669,,212.65,6.11,369.71,13.53,-0.36,2798.98,212.49,560.31,,pHVS
4,J113931.63+472307.94,1623719790407346176,J113931.63+472307.94,-0.37,1.3355789184570312,,34.93,2.64,246.48,7.53,-0.37,1572.95,120.28,562.68,,pHVS
4,J123436.68-000558.61,3287675358396049408,J123436.68-000558.61,-0.75,5.419247627258301,,20.6,5.55,63.47,6.24,-0.75,1912.5,177.67,553.39,,pHVS
4,J131425.40+415004.09,3792140645645262848,J131425.40+415004.09,-0.65,4.224440097808838,,20.37,5.62,87.27,5.9,-0.65,1570.3,162.24,549.87,,pHVS
4,J132239.99+260222.75,3719001681854308352,J132239.99+260222.75,-0.78,4.802947521209717,,16.08,8.1,43.54,6.84,-0.78,828.65,137.46,552.77,,pHVS
4,J143406.17+563047.24,3711084372812734464,J143406.17+563047.24,-0.5,1.7351139783859253,,433.3,9.42,437.58,7,-0.5,3795.14,274.4,565.09,X,pHVS
4,J160600.59+050742.39,2452299410084751360,J160600.59+050742.39,-0.52,2.4977357387542725,,15.61,4.59,49.12,6.33,-0.52,834.72,71.81,588.02,X,pHVS
4,J164601.29+205702.81,3857387590168715264,J164601.29+205702.81,-0.66,4.656764030456543,,18.3,8.78,58.29,7.61,-0.66,1179.19,163.65,584.21,,pHVS
4,J165032.70+303416.31,3918133134071275520,J165032.70+303416.31,-0.6,3.8790335655212402,,13.46,7.78,48.01,6.99,-0.6,862.65,112.83,577.39,,pHVS
4,J180956.29+232555.23,2471371257275246592,J180956.29+232555.23,-0.67,2.575953483581543,,14.97,3.78,57.61,6.15,-0.67,658.1,78.9,585.5,,pHVS
4,J183445.62+220630.69,2862206129100843008,J183445.62+220630.69,-0.18,2.0988669395446777,,43.51,4.39,71.84,12.82,-0.18,839.98,118.4,584.62,,pHVS
4,J185443.02+190540.09,3189815526465497088,J185443.02+190540.09,-0.42,2.57312273979187,,15.47,3.66,36.87,5.99,-0.42,734.02,74.49,588.36,,pHVS
4,J201920.70+594519.14,2886816778715949056,J201920.70+594519.14,-0.68,3.609769821166992,,16,3.34,46.41,5.04,-0.68,1128.02,118.35,558.94,X,pHVS
4,J203349.13+153932.88,2532238835392210944,J203349.13+153932.88,-0.45,0.8827477097511292,,330.96,5.87,341.56,7.83,-0.45,1656.26,126.26,576.62,,pHVS
4,J204900.31+154852.38,2543541265153157120,J204900.31+154852.38,-0.32,9.523979187011719,,25.6,4.96,36.9,5.16,-0.32,1855.63,262.96,552.88,,pHVS
4,J205316.53-010616.55,1151829187082872832,J205316.53-010616.55,-0.21,5.015101432800293,,37.9,1.42,400.31,9.22,-0.21,10628.51,839.2,585.19,,pHVS
4,J211821.44+000955.26,1713726360033191936,J211821.44+000955.26,-0.52,4.230495452880859,,26.96,5.24,45.36,6.67,-0.52,881.37,130.43,579.89,,pHVS
4,J213206.91+002644.79,2210255939003587584,J213206.91+002644.79,-0.64,3.5623831748962402,,18.77,6.28,41.71,7.33,-0.64,622.28,103.02,578.05,,pHVS
4,J213616.03+745923.91,2866687750340372480,J213616.03+745923.91,-0.12,1.0152497291564941,,369.35,5.96,369.8,11,-0.12,2671.18,196.39,566.76,X,pHVS
4,J225842.81+063935.96,2617768204306507776,J225842.81+063935.96,-0.31,3.22794246673584,,20.93,5.62,32.13,6.55,-0.31,585.52,79.09,563.64,X,pHVS
4,J233604.89+495742.45,2126940976860653568,J232939.29+493558.21,-0.69,3.4868128299713135,,21.79,3.35,75.17,7.05,-0.64,1677.82,166.27,549.37,,pHVS
4,J233901.30+492300.94,2126986331715299328,J233901.30+492300.94,-0.18,3.4761276245117188,,18.8,3.14,34.8,7.98,-0.18,896.76,142.33,551.28,X,pHVS
4,J233942.12+082827.22,2952153604909197312,J233942.12+082827.22,-0.64,2.1389431953430176,,12.71,4.95,71.74,5.37,-0.64,638.27,68.63,563.91,,pHVS
NA,J000613.77-051228.28,,,,,,4.02,6.76,19.48,3.28,-0.77,NA,NA,NA,NA,pHILLS
NA,J000650.47-071035.21,,,,,,4.22,7.09,26.78,3.58,-0.64,NA,NA,NA,NA,pHILLS
NA,J113946.33-033651.63,369363652328843264,J113946.33-033651.63,-0.5,0.7538972496986389,,1.61,12.62,68.38,3.62,-0.5,NA,NA,NA,NA,pHILLS
NA,J131247.03-011414.01,3294410692806862848,J131251.01-004654.75,-0.75,2.705836534500122,,4.2,14.36,31.81,4.21,-0.67,NA,NA,NA,NA,pHILLS
NA,J135855.65+552538.19,1490784712078157824,J135855.65+552538.19,-0.78,1.5614345073699951,,4.42,13.33,60.24,3.78,-0.78,NA,NA,NA,NA,pHILLS
NA,J142648.59+563316.32,2755251145222940672,J142648.59+563316.32,-0.61,2.1683549880981445,,8.85,13.98,19.82,3.9,-0.61,NA,NA,NA,NA,pHILLS
NA,J160403.12+332931.07,,,,,,0.94,10.66,10.12,3.59,-0.71,NA,NA,NA,NA,pHILLS
NA,J165150.71+242750.95,2454598763507902464,J165150.71+242750.95,-0.64,0.6750282645225525,,3.26,7.33,56.55,3.76,-0.64,NA,NA,NA,NA,pHILLS
NA,J171543.37+431736.88,,,,,,12.52,4.17,14.27,3.73,-0.6,NA,NA,NA,NA,pHILLS
NA,J182730.89+211433.40,,,,,,2.66,9.32,3.09,4.11,0.08,NA,NA,NA,NA,pHILLS
NA,J233657.12-002138.79,2126980559279253504,J233604.89+495742.45,-0.64,3.7855982780456543,,5.38,18.63,13.32,3.62,-0.77,NA,NA,NA,NA,pHILLS
