GaiaDR2ID
5932173855446728064
1383279090527227264
1478837543019912064
6456587609813249536
6492391900301222656
4326973843264734208
5846998984508676352
2089995308886282880
5802638672467252736
2095397827987170816
6431596947468407552
2159020415489897088
5919596571872806272
2121857472227927168
5839686407534279808
2112308930997657728
6656557095228727936
5399966178291369728
4366218814874247424
5217818333256869376
6124121132097402368
2106519830479009920
5835015235520194944
1989862986804105344
5779919841659989120
1540013339194597376
1240475894700468736
1570348658847157888
1312242152517660800
4727516205455716224
1586391907885793792
5778956291515661440
4798132614628163968
1820299950021811072
2946665465655257472
1527780516422382592
4535258625890434944
1702417150851952128
4783869234396531968
2154188852160448512
6524618551753693952
1484524973071001984
6358539652542070912
4805658359403594624
